baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	gene
gene11090:LOC100380490	37.8692531246138	-5.73375467609077	0.771157199355882	-7.43526051611779	1.0436207856196e-13	1.19667701103696e-12	fa55c
gene11091:LOC106604489	11.0026316636222	-6.19422871338569	1.02398730340652	-6.04912648113819	1.45633294078491e-09	9.98438726202138e-09	LOC106604489
gene11097:LOC106604484	20.6645745215812	-7.10395449434786	1.12383175254076	-6.32119040798346	2.59555961555254e-10	1.9611598892521e-09	LOC106604484
gene11100:LOC106604481	14712.8443779664	1.95153183091868	0.320461848736818	6.08974777687621	1.13088712294782e-09	7.86341726271513e-09	GSHR
gene11103:LOC106604476	275.532833195458	-1.7091177340502	0.261699781475858	-6.53083363085597	6.54046193993049e-11	5.3533270489088e-10	atp8a1
gene11112:LOC106604467	468.575112434238	-8.7814436115306	0.586236909391522	-14.979342772268	1.00203019340375e-50	2.57917297939003e-48	SLC4A11
gene11123:LOC100194909	1054.00390424772	2.46346501710358	0.191175622872795	12.8858741511345	5.40594801285934e-38	5.46988732901143e-36	btk
gene11151:LOC100195531	797.484609558294	-1.19055794419725	0.43972779353996	-2.70748850013062	0.00677944194861843	0.0150407655450106	LOC100195531
gene11155:LOC106604553	10137.4338756766	2.66916580803343	0.340586896942161	7.83695976562102	4.61585871343813e-15	6.05197239626519e-14	SLY
gene11156:LOC106604552	147.814999526422	-3.71309246600393	0.57099281878117	-6.50287069096564	7.88015304627692e-11	6.38220620582124e-10	zdhhc9
gene11159:LOC100136484	4881.34394466011	2.96821768315431	0.432595526230298	6.86141557916653	6.81814932276062e-12	6.29135080433223e-11	GSTP1
gene11160:LOC106604549	368.364403105701	1.39325467938944	0.276647569015786	5.03620792456679	4.74844755298396e-07	2.30532257688962e-06	fnta
gene11162:LOC106604548	94.5358179362882	1.07676610538931	0.191725915797681	5.61617401022389	1.95232053862367e-08	1.15172781593957e-07	pigg
gene11164:LOC106604545	57.5712960943561	-1.84047214899567	0.603631918049371	-3.04899740050714	0.0022960646840367	0.00568216463048739	LIMCH1
gene11168:LOC100380351	79.9815062339956	-1.52321447028368	0.469479433085041	-3.24447539751496	0.00117667181649638	0.00309077800657535	bbs7
gene11169:LOC100195170	191.130626925041	1.16695954808678	0.45245741483696	2.57915885522018	0.00990412297984548	0.0211173289200411	ccna2
gene11174:LOC106604539	89.4159300408388	1.44549071457189	0.475747245475683	3.03835855765511	0.00237870740934656	0.00586344182732327	prom1a
gene11176:LOC106604537	13.1392564003927	2.90414798194499	0.848032531061	3.42457143514474	0.000615769936216399	0.00171966662590633	ldb2a
gene11177:LOC106604536	14.0277021590787	-5.2847900467411	0.937316734299881	-5.63821156003208	1.71825332400251e-08	1.02289931601147e-07	qdpra
gene11178:LOC106604535	49.8919843906312	-6.86580796155694	0.856707883930638	-8.01417623245874	1.10877629291208e-15	1.56267160244568e-14	fstl5
gene11189:LOC106604526	30.4933584606387	-8.64056944806078	1.08119113142225	-7.99171321049826	1.33076323733027e-15	1.85857142660552e-14	glrb
gene11192:LOC106604524	36.3216410946176	-5.10694941295921	1.10897845492691	-4.60509344457534	4.12280690681814e-06	1.72158137280155e-05	tdo2
gene11196:LOC106604520	48.9327026737771	1.12099839026511	0.407549305411455	2.75058348862446	0.00594892299956631	0.0133915801746279	neil3
gene11201:LOC106604515	183.330010902973	3.18353766529704	0.627460501825596	5.07368616197281	3.90182382135096e-07	1.91777581892632e-06	elovl6
gene11211:LOC106604564	760.924994474554	-4.35573935992426	0.299542288794366	-14.5413169454496	6.63046683842454e-48	1.38969848885637e-45	LOC106604564
gene11212:LOC106604565	651.055994403599	-3.79610511549029	0.289519955973869	-13.1117217903726	2.82119907903983e-39	3.12386583306663e-37	rnf130
gene11215:LOC106604568	99.180584061538	-1.15171288652565	0.4340561814202	-2.65337284855	0.00796917889680521	0.0173751429587875	mgat4b
gene11225:LOC106604584	115.243477611307	-8.42401627902379	1.43143705326384	-5.88500644147507	3.98038489631248e-09	2.58628064686663e-08	LOC106604584
gene11226:LOC100196556	106.19860137247	1.99617738167529	0.415404304919365	4.80538443640532	1.54454432505943e-06	6.92884331604019e-06	LOC100196556
gene11244:LOC100194988	17.0958753529553	-3.87953046045336	0.900299090647476	-4.309157368651	1.63877731958876e-05	6.21033745172323e-05	spy1
gene11248:LOC106604624	98.3379410752609	-5.61242034259233	0.520816182799419	-10.7762019076005	4.45919773311988e-27	1.86656546480652e-25	LOC106604624
gene11251:LOC106604625	1080.47352860106	1.26463246419734	0.188213890941251	6.71912395983609	1.82820335704896e-11	1.61144401039014e-10	ARL9
gene11252:LOC100196138	86.6018629321993	-1.60624520755632	0.571605199529321	-2.81006052582964	0.0049532184017078	0.0113575281363845	hop
gene11256:LOC106604627	410.861087144747	2.05215270920086	0.308799413323136	6.64558487050436	3.02015372473154e-11	2.58594603865765e-10	SLC49A3
gene11257:LOC106604628	186.435207346351	1.42575560393763	0.346170439408409	4.11865209049677	3.81095007654884e-05	0.000135233653520586	LOC106604628
gene11259:LOC106604630	551.118716997894	3.72768406768123	0.328009542775747	11.3645598116936	6.27801319835779e-30	3.30728440358012e-28	CPLX1
gene11260:LOC106604629	325.751430555324	3.73133762487325	0.453898194624844	8.22064874692281	2.02405272201815e-16	3.07410864504029e-15	LOC106604629
gene11264:LOC106604634	145.233186691619	1.61945653576954	0.423726107000837	3.82194183698561	0.000132404923031458	0.000423603721895197	tbc1d2
gene11266:LOC106604636	1011.03534796949	3.89770310222627	0.251003450845665	15.5284841267894	2.22579259404625e-54	8.06313976383939e-52	ABCA1
gene11275:LOC106604642	32.9228743242096	4.12511267443445	1.08651624646819	3.79664150245656	0.0001466696570629	0.000464916036210076	igfbpl1
gene11277:LOC106604643	235.288245530365	4.91356316716769	0.535221356393822	9.18043181287451	4.29366163969152e-20	9.49426627682503e-19	LOC106604643
gene11278:LOC106604605	1253.32407438554	4.68897343943494	0.497781651780272	9.41973940314042	4.5220895458629e-21	1.08763666839553e-19	LOC106604605
gene11279:LOC106604644	396.708736937111	5.41896122752406	0.343366053308722	15.7818781889072	4.14663221152804e-56	1.68992540253982e-53	LOC106604644
gene11281:LOC106604645	1837.82585077346	4.51298888102677	0.456298453844265	9.89043211302894	4.58046461436708e-23	1.32548888737055e-21	LOC106604645
gene11285:LOC106604648	172.874465218986	1.6584136574779	0.340089296461012	4.87640650480754	1.08035857832657e-06	4.96724565400133e-06	LOC106604648
gene11287:LOC106604650	125.894370281922	-1.10002992046401	0.289386807913591	-3.80124418384847	0.000143971331375696	0.000457004627494271	LOC106604650
gene11293:LOC106604656	32.9956097146097	-1.31460482498145	0.406479323368079	-3.23412471288493	0.00122016162157377	0.00319785659716319	LOC106604656
gene11295:LOC106604658	308.867359146042	5.75621565865856	0.600766034454181	9.58145988377705	9.56827620222704e-22	2.4585107583358e-20	LOC106604658
gene11301:LOC106604663	42.4738558817093	-1.05746581034111	0.418471282163891	-2.52697342783718	0.0115050207120878	0.0240844562142251	tmx2a
gene11311:LOC106604670	1888.4929499342	-2.01234565269347	0.34134960717893	-5.89526283426667	3.74085449800213e-09	2.4398287071544e-08	tbc1d10c
gene11314:LOC106604672	158.092659272898	-5.78776049761418	0.513721304517649	-11.2663431450415	1.92395650097806e-29	9.68347437533436e-28	stx3a
gene11330:LOC106604686	245.925580806469	2.52323651662283	0.407418291051694	6.19323327411109	5.89423936868654e-10	4.26206667805247e-09	slc7a11
gene11334:LOC106604690	30.4677666644251	1.70245861215485	0.450392057722133	3.7799481206775	0.000156861039388417	0.000494655935386815	LOC106604690
gene11336:LOC100286696	46.6330582482724	-1.59996633050595	0.546308581573762	-2.92868606584377	0.00340398030299899	0.0081113362052054	rab33b
gene11337:LOC106604692	176.115966133468	-5.52275736635416	0.566810959655491	-9.74356136252359	1.96542918947476e-22	5.39491007546846e-21	zgc:113425
gene11341:LOC106604694	49.1933783108745	-4.18321862505935	0.620451958483241	-6.74221197606606	1.55993267370826e-11	1.38329115879787e-10	LOC106604694
gene11342:LOC106604696	451.052758714146	3.81963397997471	0.327569891762333	11.6605160487278	2.02809454320733e-31	1.22197901809718e-29	LOC106604696
gene11353:LOC106604704	1003.84156526839	-1.0496675754283	0.167441068677478	-6.2688776637597	3.63659690427041e-10	2.69670616532744e-09	foxo4
gene11355:LOC106604706	26.764787188896	2.59140572270654	0.399133227646633	6.49258328600196	8.43768440380262e-11	6.80370908108767e-10	slc7a3
gene11361:LOC106604711	45.7824601514111	-1.96923240702414	0.559851167132237	-3.51742127664264	0.000435761586428497	0.00125691066849222	yif1a
gene11363:LOC106604713	8.28508679131344	1.97928282544691	0.640854682776957	3.0885048961026	0.00201166378831414	0.00504127171752513	LOC106604713
gene11365:LOC106604716	135.670184219676	5.25572975250617	0.74942681548987	7.01299932678644	2.33262573929127e-12	2.28306327778598e-11	efemp2a
gene11366:LOC106604717	25.4286206655813	-8.37813712815674	1.60161670080726	-5.23105005332045	1.68549859862124e-07	8.71499301838643e-07	npas4a
gene11371:LOC106604722	196.355846221842	1.1368064630159	0.350204236932847	3.24612424159188	0.0011698777202931	0.00307540959922598	ADT2
gene11372:LOC106604724	112.471808640428	-5.50321590641853	0.66526514454176	-8.27221439687659	1.31493570256082e-16	2.04148985821388e-15	lnx2b
gene11377:LOC106604729	146.646039628273	-3.68470294615213	0.42065355194575	-8.75947184829032	1.96167324991738e-18	3.73775182937179e-17	dlg3
gene11380:LOC106604733	42.3583736615736	-6.0452844213629	0.77130744352793	-7.83771046434093	4.58835489824836e-15	6.02129238726752e-14	stard14
gene11383:LOC106604736	13.9876483361235	3.66560308644873	1.1206467425605	3.27097108056855	0.00107178870073513	0.00283737782801072	inppl1b
gene11399:LOC106604808	65.3562323695785	-2.65016310190818	0.518411533909996	-5.11208360261577	3.1862474986561e-07	1.58303522440004e-06	tmtops3a
gene11405:LOC100196873	31.2003961776081	-2.33561318061758	0.768685127399847	-3.03845241356239	0.00237796657971143	0.00586210815327838	fhl1
gene11408:LOC106604752	43.762604309272	2.62170447031891	0.60881001887783	4.30627681711166	1.66025273235614e-05	6.28522718688248e-05	aipl2
gene11410:LOC106604754	82.2930661861675	1.41149969566234	0.407974232070101	3.45977658564429	0.000540623739907336	0.00152739480070296	cenpi
gene11411:LOC106604755	35.4951016362983	-8.37558946490245	1.0972389384292	-7.63333233223828	2.28762165709213e-14	2.81331442934009e-13	tmem35
gene11412:LOC106604756	39.8673435267358	-3.58112213748138	1.30666559370811	-2.74065694751992	0.00613164898243796	0.0137428182165962	arl13a
gene11414:LOC106604810	14.485841593686	-2.70314970720571	0.991078419137546	-2.72748316884756	0.00638195133480973	0.0142396470243572	nox1
gene11427:LOC106604769	23.9680660660106	1.30695086890722	0.547059389095216	2.38904750555291	0.0168921179692734	0.0338153511783593	LOC106604769
gene11429:LOC106604771	1476.20481855756	1.77603658366905	0.152582138148861	11.6398721712519	2.58402603894263e-31	1.53799342922299e-29	tcirg1b
gene11435:LOC106604776	37.5545052588724	1.79958468744746	0.787084632832003	2.28639286346169	0.0222312854644302	0.0430298555001831	frmpd1b
gene11437:LOC106604613	285.482499730636	3.58043703757602	0.285227871746512	12.5529003026676	3.83212219591231e-36	3.35659586849716e-34	LOC106604613
gene11438:LOC106604777	300.01388229	3.62181787865773	0.319336463308967	11.3416984741687	8.15462165004652e-30	4.25010769231465e-28	tlr1
gene11439:LOC106604780	55.9348653025217	-5.09347326103393	0.690361398035784	-7.37798097565403	1.60707924626029e-13	1.799867416909e-12	klb
gene11442:LOC106604784	138.61823029394	-3.43266460773223	0.663001171513668	-5.1774638646494	2.24922490686766e-07	1.14383026762942e-06	nsun7
gene11446:LOC106604788	15.8295536407018	-5.21242354811809	0.762029424391441	-6.84018671887998	7.90900262803569e-12	7.25684378093969e-11	spock1
gene11477:LOC106604881	482.082565087966	1.38573696160939	0.569138906708588	2.43479569798401	0.0149001998928005	0.0302341861181415	LOC106604881
gene11482:LOC106604876	1109.80103912867	1.81844156096503	0.248894305993924	7.30607939664726	2.75049688464248e-13	2.99139474003203e-12	LOC106604876
gene11488:LOC106604879	20.5083524728484	2.16687227299845	0.86538806670834	2.50393130707307	0.0122821877846049	0.0255003351138231	LOC106604879
gene11492:LOC106604872	25.8191360173882	-8.3960437060497	0.965557804782548	-8.69553709209628	3.45193019500044e-18	6.39053550232794e-17	trpc7b
gene11495:LOC106604871	26.5793150610261	-2.32523398934019	0.579117947523785	-4.01513024986105	5.94129745833241e-05	0.000203022582182192	LOC106604871
gene11497:LOC106604868	38.2142111676224	-4.15542985803846	0.57772090504678	-7.19279815173379	6.34767517352765e-13	6.65451349113333e-12	LOC106604868
gene11500:LOC106604863	249.247824965383	1.33479590033911	0.401098260552373	3.32785262768503	0.000875181503651136	0.00236424699517909	wfs1b
gene11505:LOC106604858	124.346284877512	-1.43474104808132	0.310551019153091	-4.61998499310684	3.83767800726529e-06	1.61100122699836e-05	LOC106604858
gene11507:LOC106604857	45.9502952980584	-1.03973194707098	0.313277770356022	-3.31888198096336	0.000903786181292064	0.00243434899189031	si:dkey-74k8.3
gene11509:LOC106604855	35.080455966337	-6.90807612674836	1.41272928494397	-4.88987961131021	1.0089766657475e-06	4.66192138790271e-06	aldob
gene11515:LOC106604897	97.3967133193546	2.45568790165905	0.627188791462512	3.91538869170915	9.02586786080793e-05	0.000298283636264993	LOC106604897
gene11516:LOC106604896	73.7957650647775	2.11153577772209	0.651512105893236	3.24097704190336	0.0011912077701596	0.00312755991408313	LOC106604896
gene11519:LOC106604846	2143.6021398082	3.88452673069474	0.45055257138682	8.62169473084573	6.59703806818904e-18	1.18613289237053e-16	CSF1R
gene11522:LOC100195099	620.334408201606	1.09239719636805	0.139252221868772	7.84473799920763	4.33858333307499e-15	5.70883635616231e-14	slc35a4
gene11534:LOC106604838	13.3201162907129	-4.55786405961207	0.945841124663129	-4.81884741608735	1.44389923623649e-06	6.51019288397164e-06	LOC106604838
gene11542:LOC106604833	31.3212073673427	-3.50320609985474	0.630124342965342	-5.55954731627853	2.70475264018628e-08	1.56539559607467e-07	LOC106604833
gene11550:LOC106604909	111.457843279286	-5.13879672430548	0.612375992001266	-8.39157117755664	4.79687777430857e-17	7.85461967251877e-16	GFPT2
gene11564:LOC106604921	215.764324192443	-1.002582243237	0.332624524743433	-3.01415610893492	0.00257695171125866	0.00630339230272282	FAM53C
gene11571:LOC106604927	153.790138043503	-1.95504920426987	0.486684255693745	-4.01707920771557	5.89239230839568e-05	0.000201539185808666	LOC106604927
gene11578:LOC106604931	17.4441962411777	-5.58521010834296	1.01588529681666	-5.49787473629607	3.84395820761498e-08	2.17705589048536e-07	arhgef37
gene11580:LOC106604933	17.3305135401443	-3.94496201649067	0.875800421331647	-4.50440753441565	6.65583700524633e-06	2.69754454758209e-05	slit3
gene11582:LOC106604935	18.2903143271017	-2.75272220482335	0.920913657011222	-2.98912084088009	0.00279781455115292	0.00679042782253763	CXL14
gene11590:LOC106604943	23.5619506801489	-2.77741221871605	0.752638719783631	-3.690232970627	0.000224048767530877	0.000685175923466234	sil1
gene11596:LOC106604950	2974.15572964297	1.06444360457891	0.255172076209722	4.1714736988073	3.02635992849441e-05	0.000109362659337206	hspa9
gene11598:LOC106604951	279.003042505685	-4.95460315985636	0.409985532317639	-12.0848243884317	1.27041309776859e-33	9.11435978675396e-32	rell2
gene11601:LOC100196367	920.002650473059	1.7607244418354	0.317800147712047	5.54035123807042	3.01865576550386e-08	1.73441190771842e-07	si:zfos-2326c3.2
gene11606:LOC100306867	487.103360180302	-3.07475652739329	0.258695943869555	-11.8856000654719	1.40621530183522e-32	9.42067936113032e-31	cb055
gene11607:LOC100136420	4597.13339715457	2.00745360576975	0.172966473792742	11.6060272360943	3.84047844481082e-31	2.26287467883702e-29	lysG
gene11609:LOC106604958	17.0922186114581	-2.35235426479962	0.459207390610151	-5.12264025558046	3.01286832199324e-07	1.50070607999062e-06	aff2
gene11640:LOC106605009	242.87897871143	-1.0214886097607	0.243983389589199	-4.18671374096655	2.8302240650904e-05	0.000102785322092094	hivep3b
gene11646:LOC106605013	161.642518106647	-1.35513800854761	0.289099710879131	-4.68744159040055	2.76641620371027e-06	1.18972520394944e-05	LOC106605013
gene11650:LOC106605015	150.959434357023	-1.17582405240174	0.496364262882843	-2.3688733060125	0.0178423642282192	0.0354659594600078	vegfaa
gene11655:LOC106605021	13.570726623269	-2.72272050048941	1.02422446189924	-2.65832403127788	0.0078530348591654	0.0171464842527339	tgfb2
gene11661:LOC106605036	108.539302734052	1.15274501787	0.443755676261901	2.59770202283488	0.00938498956217274	0.0201219119424968	si:dkey-288i20.2
gene11664:LOC106605040	160.404378929491	1.13309797943563	0.288519661436319	3.92728167569171	8.5911345896474e-05	0.000285233833745218	CALHM5
gene11665:LOC106605039	1005.41389218164	2.64759333226487	0.178385642665388	14.8419642562332	7.84254986854923e-50	1.90185075035405e-47	calhm6
gene11666:LOC106605029	19.012041130685	1.91333659421476	0.697982613184378	2.74123818856406	0.00612081186000541	0.0137229308002155	klhl32
gene11673:LOC106605035	21.2533436286121	-4.64955688377622	0.747619250394254	-6.21915083289294	4.99852629094367e-10	3.65309481831034e-09	faxcb
gene11682:LOC106605045	62.2530126391342	-2.84492964058539	0.619668482165925	-4.59105105788425	4.41019422698471e-06	1.83427823107601e-05	LOC106605045
gene11687:LOC106605049	439.788773673785	-5.69226006792131	0.45295922954512	-12.5668265411828	3.21366469899337e-36	2.85753222007765e-34	TENT5A
gene11695:LOC106605056	117.60827768194	-10.1049446291379	0.96680460773829	-10.4518995340507	1.43619453295924e-25	5.32099194199785e-24	trhra
gene11704:LOC106605066	594.656928732312	2.01673107189783	0.339109386533459	5.94714022078194	2.72867653222492e-09	1.81025447626217e-08	zgc:91890
gene11705:LOC106605067	37.7941008869388	1.29484804950562	0.550069239115707	2.35397284092311	0.018573968109371	0.0367558636520956	NFATC1
gene11708:LOC106605071	9.77036688313426	-5.51114899461352	1.12587138622028	-4.89500760216964	9.83019283463838e-07	4.54892522231184e-06	galr1a
gene11709:LOC106605072	230.576992368296	1.0716942197302	0.233018457200636	4.59918168116372	4.24153758048237e-06	1.76889478715313e-05	LOC106605072
gene11712:LOC106605074	147.937601946202	-1.58030765324429	0.321020591855682	-4.92276101077883	8.53316384786508e-07	3.98264079509949e-06	TSHZ1
gene11720:LOC106605082	441.045277300547	-1.45900962053442	0.365822655941836	-3.98829759949694	6.6549146957633e-05	0.000224841867493129	wdtc1
gene11721:LOC106605081	532.110953504113	-3.68692123513387	0.277607464125645	-13.2810594511435	2.9814572844855e-40	3.64520421244409e-38	cep85
gene11724:LOC106605085	21.5952300231046	-1.36241384739028	0.447367610312342	-3.04540117787937	0.00232370127520324	0.00574039118692446	LOC106605085
gene11728:LOC100136501	85.4336725254674	-2.76737441232965	0.690921316875718	-4.00533945723872	6.1928482631624e-05	0.000210734949073379	cd4-1
gene11729:LOC100169854	202.605126856153	-2.2117950830718	0.380283712130525	-5.81617096004536	6.02108877710217e-09	3.82003909160019e-08	LOC100169854
gene11733:LOC106605090	281.087773315988	2.82179743259424	0.434907657876861	6.48826798398937	8.68287391620412e-11	6.99372959986763e-10	si:ch211-69g19.2
gene11739:LOC100194617	1023.91453475538	1.16067206952233	0.284140428313887	4.08485366341515	4.41046033421266e-05	0.000154508282696755	tpi1b
gene11740:LOC106605099	44.3180820114063	-1.03874174319442	0.37131559469598	-2.79746328468888	0.00515056206920628	0.0117521728457792	LOC106605099
gene11745:LOC106605103	12.5350846362503	-4.45685315118636	0.912073045936137	-4.8865090039054	1.02639635644059e-06	4.73546356714404e-06	foxo6a
gene11747:LOC106605106	56.3698112989909	-2.76047861841427	0.350262726769835	-7.88116578624205	3.24340628322355e-15	4.32990311959184e-14	LOC106605106
gene11748:LOC106605105	682.263909427232	-3.16443293152084	0.283971637314598	-11.1434823612864	7.70465748784997e-29	3.72451012629294e-27	cyp4t8
gene11750:LOC106605107	629.011447347231	2.43899194347068	0.352064764101231	6.92767976851378	4.27798752758435e-12	4.05979909514578e-11	LOC106605107
gene11751:LOC106605109	273.652743544534	1.35932693315778	0.234699694930502	5.79177119748832	6.9647982949841e-09	4.37619007215672e-08	rpa2
gene11767:LOC106605121	199.420559970113	-1.18205914514031	0.393824594953782	-3.00148634769505	0.00268665086205174	0.00654770732933424	OSCP1
gene11769:LOC106605123	92.9751263878427	2.24854524264937	0.63420248760663	3.54546897337944	0.000391915123022999	0.00114064327066692	CA078
gene11770:LOC106605124	436.842781938465	1.48151095838868	0.258175643233121	5.73838391505793	9.5584245162858e-09	5.89476356833489e-08	sh3d21
gene11772:LOC106605126	110.384387878902	1.47678900913652	0.35319638558796	4.18121212276318	2.89959196952835e-05	0.000105170243710594	thrap3a
gene11775:LOC106605129	121.779708992667	-2.12120868208375	0.587663692362517	-3.6095622541459	0.000306714160144279	0.000912030158199593	map7d1a
gene11788:LOC106605138	50.5622484437262	-2.72115821495947	0.66922222758827	-4.06615037992077	4.77961007004482e-05	0.000166545657624184	rhbdl2
gene11794:LOC106605182	41.8161005593152	-5.41625736634144	1.14597138789575	-4.72634607072245	2.28595930240655e-06	9.95353966619904e-06	fabp10a
gene11800:LOC106605145	90.6758731288816	-3.43938590283527	0.936241292237293	-3.67361056530238	0.000239147126050111	0.00072695474149885	LOC106605145
gene11802:LOC106605147	15.1841420496498	2.2246109659703	0.856740296142541	2.5965989646881	0.00941517788927293	0.0201744972108176	LOC106605147
gene11806:LOC106605153	7479.93756191367	1.33010473079404	0.318318598736021	4.17853287893206	2.93395586899853e-05	0.000106285267980276	LOC106605153
gene11813:LOC106605156	28.4952862355159	-6.66377431312112	0.947560933233731	-7.03255493066787	2.02785428925298e-12	2.00347907102863e-11	si:dkeyp-97a10.3
gene11814:LOC106605185	6692.45986579866	2.7867457978135	0.437624873647662	6.3678871234754	1.91649869165556e-10	1.47794536423782e-09	LOC106605185
gene11815:LOC106605186	234.473202103136	3.01173204697904	0.459414920211988	6.55558170724915	5.54253912456077e-11	4.58384232051823e-10	LOC106605186
gene11824:LOC106605162	102.626160651044	2.4699786280088	0.53658721687849	4.60312610944685	4.16196037257143e-06	1.73718923488426e-05	LOC106605162
gene11825:LOC106605006	30.1168083319567	3.02667279158855	0.626972592735928	4.82744034851831	1.3829909457633e-06	6.25147387722218e-06	LOC106605006
gene11827:LOC106605187	248.061356777229	6.02357956894034	0.586007085351512	10.2790217379832	8.76123254967188e-25	2.98584026370525e-23	LOC106605187
gene11832:LOC106605168	160.910964112779	3.44512915446135	0.547147652246885	6.2965255179544	3.04391190519778e-10	2.27676540999792e-09	LOC106605168
gene11834:LOC106605190	64.6108274038561	7.39329435530218	1.27548355090602	5.79646389798636	6.77277561152368e-09	4.26192482884279e-08	LOC106605190
gene11837:LOC106605239	18.7115881275102	-1.76495290350062	0.616876150073707	-2.86111386100717	0.00422155408286158	0.00984995717663863	LOC106605239
gene11838:LOC106605198	20.2573364960628	-1.97793257715855	0.385845494829239	-5.12622954956078	2.95602169751365e-07	1.47439307615406e-06	LOC106605198
gene11841:LOC100196773	137.682506264633	-2.9623779438388	0.566419258402865	-5.23000922001105	1.69501585868967e-07	8.76111508570215e-07	lsr
gene11843:LOC106605236	27.0906754646978	-3.09902224240736	1.00691753797639	-3.07773191500416	0.00208582466587495	0.00521243000943353	LOC106605236
gene11849:LOC106605229	16.1646420438013	-1.1925271603782	0.358694424704135	-3.32463255140317	0.000885351363624313	0.00238930056680109	dnajc28
gene11855:LOC106605224	95.4095518041208	-4.24036581446169	0.390281734146926	-10.8648841169322	1.69438155412972e-27	7.27939062120475e-26	LOC106605224
gene11862:LOC106605218	21.221719624604	-3.77569865532569	1.0545717840414	-3.58031450534	0.000343180895782109	0.00101144606518023	gabbr1a
gene11868:LOC106605215	114.392702674707	-2.59572801901244	0.400518478329862	-6.48091950672656	9.11653014748221e-11	7.32292209465017e-10	TSN13
gene11874:LOC106605208	38.7584574791183	-5.2024842398621	0.61823284285019	-8.41508874856518	3.9259756770185e-17	6.46827087539326e-16	dgkb
gene11875:LOC106605207	236.395357403168	-6.13127983197187	0.468258075603916	-13.0938047871664	3.57253771928243e-39	3.91152889167554e-37	etv1
gene11876:LOC106605206	88.2819960330407	-3.77899162959373	0.637995596334872	-5.92322525626056	3.15687948601142e-09	2.07323891580199e-08	arl4aa
gene11882:LOC106605200	64.5387274731048	-3.38674298573346	0.442935626514811	-7.64612910544511	2.07119718005046e-14	2.55357726278238e-13	tmem106b
gene11890:LOC100380590	143.608944649372	-3.86848061737677	1.2643464461464	-3.05966820183464	0.00221582323717924	0.00550401263426314	ica69
gene11900:LOC100136378	148.41704146407	-2.22649323731198	0.279857476449347	-7.9558111706012	1.77961646592872e-15	2.45853512051537e-14	nr1d2a
gene11907:LOC106605270	226.903138309082	-3.54330846844975	0.399527685968133	-8.86874325083036	7.39760204704301e-19	1.4617362751945e-17	satb1b
gene11910:LOC106605274	2285.26631887509	-2.39913469131085	0.352193889437841	-6.81197136935074	9.6270269741154e-12	8.75630735208364e-11	LOC106605274
gene11919:LOC106605251	16.6844681728621	-2.67357330804623	0.682297632563817	-3.91848539470957	8.91071275795942e-05	0.000294810062528812	phf1
gene11926:LOC106605287	118.962658981151	-5.21019187331607	1.70706385059444	-3.05213649243509	0.00227218754316626	0.00562877155585711	AFP4
gene11929:LOC106605290	38.4308211266391	-2.1416889791361	0.372308606795201	-5.7524562689312	8.79560250576298e-09	5.45182434149986e-08	mtmr11
gene11930:LOC106605292	50.1063467879937	-9.35569702475269	1.03676956961219	-9.02389238551078	1.81522303919441e-19	3.79915047354362e-18	sv2a
gene11934:LOC106605297	78.8688465407576	-5.16994155433558	0.446294856901918	-11.5841387692079	4.95925828669701e-31	2.86455739973524e-29	LOC106605297
gene11936:LOC106605296	11.289908981643	-3.50583314107581	0.664453694098279	-5.27626405303311	1.31844075872315e-07	6.91209704899293e-07	LOC106605296
gene11939:LOC106605301	206.664179987518	-7.06294940156401	1.07172739404916	-6.59024808060473	4.3909225531128e-11	3.67912165836633e-10	rpz5
gene11946:LOC100195530	3233.51257676806	1.3089874842607	0.319587842738641	4.09586132264485	4.20601663147467e-05	0.000148017685317056	rb11a
gene11950:LOC106605314	226.100516013867	-1.10662508972884	0.360446061976969	-3.07015447376297	0.00213948082874718	0.00533198453863839	LOC106605314
gene11954:LOC106605316	240.166442542954	-1.72717778655889	0.359649878437027	-4.80238668247267	1.56785549301079e-06	7.02697170175892e-06	mef2d
gene11964:LOC106605327	23.5051660628502	-7.77931804680109	0.996540568130411	-7.80632349107043	5.88803345561147e-15	7.64142263104853e-14	lingo4b
gene11966:LOC106605328	4114.83285844566	1.83716003810842	0.190810546063717	9.62818919607801	6.07912756720156e-22	1.59469733360714e-20	catk
gene11969:LOC100196863	118.492188229341	-2.83208674780848	0.370157795191383	-7.65102554802125	1.99382720664657e-14	2.46336301998443e-13	ensa
gene11971:LOC100194509	189.852356393037	-3.29529857713032	0.389167174292178	-8.46756559857302	2.50574810210246e-17	4.22564175632141e-16	tmod4
gene11973:LOC106605332	33.214597842468	-1.44101435526189	0.379656072577093	-3.79557831244561	0.000147299687704279	0.000466711449768564	LOC106605332
gene11989:LOC106605348	735.389412927508	2.26951764517808	0.49383945477399	4.59565881834359	4.31384068746372e-06	1.7970049303272e-05	prdm1
gene11999:LOC106605354	29.3574543404124	-1.75723243558193	0.444178924545761	-3.95613645419796	7.61716625781296e-05	0.000254916183283538	sh3bp5b
gene12005:LOC100286583	1717.10251886297	1.41800583281822	0.200951294469728	7.05646528209764	1.70791286736215e-12	1.70228557292825e-11	sri
gene12010:LOC100136479	2351.16273903963	1.22910818471886	0.439905700123458	2.79402650243885	0.00520562122500115	0.0118648860964121	CD83
